ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL",Ligas,Temporadas,Recintos,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
1230,"Ponce &#8211; Unda vs Vogel - Silva",,,2026-04-02,sp_event,https://epleague.cl/event/1230/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 6",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1230,,,0,0,0,closed,closed,2026-03-26
1231,"Sica &#8211; Pizarro vs Álvares Jara - Álvarez Velez",,,2026-04-02,sp_event,https://epleague.cl/event/1231/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 7",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1231,,,0,0,0,closed,closed,2026-03-26
1232,"Martiz &#8211; Kattan vs Eyzaguirre - Casasempere",,,2026-04-02,sp_event,https://epleague.cl/event/1232/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 8",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1232,,,0,0,0,closed,closed,2026-03-26
1233,"Botero Piedrahita &#8211; Verástegui vs Giusti - Rivera",,,2026-04-02,sp_event,https://epleague.cl/event/1233/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 9",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1233,,,0,0,0,closed,closed,2026-03-26
1234,"Freyre &#8211; Brosky vs Romero Duarte - Valenzuela",,,2026-04-02,sp_event,https://epleague.cl/event/1234/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 10",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1234,,,0,0,0,closed,closed,2026-03-26
1235,"Hurtado Sotomayor &#8211; Martínez Cuadro vs Valenzuela Niedbalski - Garcia",,,2026-04-02,sp_event,https://epleague.cl/event/1235/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 11",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1235,,,0,0,0,closed,closed,2026-03-26
1236,"Sfeir &#8211; Amigo vs Vera - Viel",,,2026-04-02,sp_event,https://epleague.cl/event/1236/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 12",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1236,,,0,0,0,closed,closed,2026-03-26
1237,"Vargas &#8211; Diaz vs Vidal - Benítez",,,2026-04-02,sp_event,https://epleague.cl/event/1237/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 13",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1237,,,0,0,0,closed,closed,2026-03-26
1238,"Montaner Reyes &#8211; Montaner Covarrubias vs Vogel - Silva",,,2026-04-10,sp_event,https://epleague.cl/event/1238/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 5",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1238,,,0,0,0,closed,closed,2026-03-26
1239,"Romero &#8211; Merino vs Álvares Jara - Álvarez Velez",,,2026-04-10,sp_event,https://epleague.cl/event/1239/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 6",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1239,,,0,0,0,closed,closed,2026-03-26
1240,"Ponce &#8211; Unda vs Eyzaguirre - Casasempere",,,2026-04-10,sp_event,https://epleague.cl/event/1240/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 7",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1240,,,0,0,0,closed,closed,2026-03-26
1241,"Sica &#8211; Pizarro vs Giusti - Rivera",,,2026-04-10,sp_event,https://epleague.cl/event/1241/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 8",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1241,,,0,0,0,closed,closed,2026-03-26
1242,"Martiz &#8211; Kattan vs Romero Duarte - Valenzuela",,,2026-04-10,sp_event,https://epleague.cl/event/1242/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 9",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1242,,,0,0,0,closed,closed,2026-03-26
1243,"Botero Piedrahita &#8211; Verástegui vs Valenzuela Niedbalski - Garcia",,,2026-04-10,sp_event,https://epleague.cl/event/1243/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 10",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1243,,,0,0,0,closed,closed,2026-03-26
1244,"Freyre &#8211; Brosky vs Vera - Viel",,,2026-04-10,sp_event,https://epleague.cl/event/1244/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 11",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1244,,,0,0,0,closed,closed,2026-03-26
1245,"Hurtado Sotomayor &#8211; Martínez Cuadro vs Vidal - Benítez",,,2026-04-10,sp_event,https://epleague.cl/event/1245/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 12",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1245,,,0,0,0,closed,closed,2026-03-26
1246,"Sfeir &#8211; Amigo vs Vargas - Diaz",,,2026-04-10,sp_event,https://epleague.cl/event/1246/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 13",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1246,,,0,0,0,closed,closed,2026-03-26
1247,"Amaro Castro &#8211; Arance Ibieta vs Álvares Jara - Álvarez Velez",,,2026-04-17,sp_event,https://epleague.cl/event/1247/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 5",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1247,,,0,0,0,closed,closed,2026-03-26
1248,"Montaner Reyes &#8211; Montaner Covarrubias vs Eyzaguirre - Casasempere",,,2026-04-17,sp_event,https://epleague.cl/event/1248/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 6",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1248,,,0,0,0,closed,closed,2026-03-26
1249,"Romero &#8211; Merino vs Giusti - Rivera",,,2026-04-17,sp_event,https://epleague.cl/event/1249/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 7",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1249,,,0,0,0,closed,closed,2026-03-26
1250,"Ponce &#8211; Unda vs Romero Duarte - Valenzuela",,,2026-04-17,sp_event,https://epleague.cl/event/1250/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 8",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1250,,,0,0,0,closed,closed,2026-03-26
1251,"Sica &#8211; Pizarro vs Valenzuela Niedbalski - Garcia",,,2026-04-17,sp_event,https://epleague.cl/event/1251/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 9",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1251,,,0,0,0,closed,closed,2026-03-26
1252,"Martiz &#8211; Kattan vs Vera - Viel",,,2026-04-17,sp_event,https://epleague.cl/event/1252/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 10",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1252,,,0,0,0,closed,closed,2026-03-30
1253,"Botero Piedrahita &#8211; Verástegui vs Vidal - Benítez",,,2026-04-17,sp_event,https://epleague.cl/event/1253/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 11",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1253,,,0,0,0,closed,closed,2026-03-26
1254,"Freyre &#8211; Brosky vs Vargas - Diaz",,,2026-04-17,sp_event,https://epleague.cl/event/1254/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 12",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1254,,,0,0,0,closed,closed,2026-03-26
1255,"Hurtado Sotomayor &#8211; Martínez Cuadro vs Sfeir - Amigo",,,2026-04-17,sp_event,https://epleague.cl/event/1255/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 13",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1255,,,0,0,0,closed,closed,2026-03-26
1256,"Vogel &#8211; Silva vs Eyzaguirre - Casasempere",,,2026-04-24,sp_event,https://epleague.cl/event/1256/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 5",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1256,,,0,0,0,closed,closed,2026-03-26
1257,"Amaro Castro &#8211; Arance Ibieta vs Giusti - Rivera",,,2026-04-24,sp_event,https://epleague.cl/event/1257/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 6",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1257,,,0,0,0,closed,closed,2026-03-26
1258,"Montaner Reyes &#8211; Montaner Covarrubias vs Romero Duarte - Valenzuela",,,2026-04-24,sp_event,https://epleague.cl/event/1258/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 7",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1258,,,0,0,0,closed,closed,2026-03-26
1259,"Romero &#8211; Merino vs Valenzuela Niedbalski - Garcia",,,2026-04-24,sp_event,https://epleague.cl/event/1259/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 8",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1259,,,0,0,0,closed,closed,2026-03-26
1260,"Ponce &#8211; Unda vs Vera - Viel",,,2026-04-24,sp_event,https://epleague.cl/event/1260/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 9",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1260,,,0,0,0,closed,closed,2026-03-26
1261,"Sica &#8211; Pizarro vs Vidal - Benítez",,,2026-04-24,sp_event,https://epleague.cl/event/1261/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 10",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1261,,,0,0,0,closed,closed,2026-03-26
1262,"Martiz &#8211; Kattan vs Vargas - Diaz",,,2026-04-24,sp_event,https://epleague.cl/event/1262/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 11",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1262,,,0,0,0,closed,closed,2026-03-26
1263,"Botero Piedrahita &#8211; Verástegui vs Sfeir - Amigo",,,2026-04-24,sp_event,https://epleague.cl/event/1263/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 12",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1263,,,0,0,0,closed,closed,2026-03-26
1264,"Freyre &#8211; Brosky vs Hurtado Sotomayor - Martínez Cuadro",,,2026-04-24,sp_event,https://epleague.cl/event/1264/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 13",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1264,,,0,0,0,closed,closed,2026-03-26
1265,"Álvares Jara &#8211; Álvarez Velez vs Giusti - Rivera",,,2026-04-30,sp_event,https://epleague.cl/event/1265/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 5",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1265,,,0,0,0,closed,closed,2026-03-26
1266,"Vogel &#8211; Silva vs Romero Duarte - Valenzuela",,,2026-04-30,sp_event,https://epleague.cl/event/1266/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 6",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1266,,,0,0,0,closed,closed,2026-03-26
1267,"Amaro Castro &#8211; Arance Ibieta vs Valenzuela Niedbalski - Garcia",,,2026-04-30,sp_event,https://epleague.cl/event/1267/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 7",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1267,,,0,0,0,closed,closed,2026-03-26
1268,"Montaner Reyes &#8211; Montaner Covarrubias vs Vera - Viel",,,2026-04-30,sp_event,https://epleague.cl/event/1268/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 8",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1268,,,0,0,0,closed,closed,2026-03-26
1269,"Romero &#8211; Merino vs Vidal - Benítez",,,2026-04-30,sp_event,https://epleague.cl/event/1269/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 9",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1269,,,0,0,0,closed,closed,2026-03-26
1270,"Ponce &#8211; Unda vs Vargas - Diaz",,,2026-04-30,sp_event,https://epleague.cl/event/1270/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 10",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1270,,,0,0,0,closed,closed,2026-03-26
1271,"Sica &#8211; Pizarro vs Sfeir - Amigo",,,2026-04-30,sp_event,https://epleague.cl/event/1271/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 11",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1271,,,0,0,0,closed,closed,2026-03-26
1272,"Martiz &#8211; Kattan vs Hurtado Sotomayor - Martínez Cuadro",,,2026-04-30,sp_event,https://epleague.cl/event/1272/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 12",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1272,,,0,0,0,closed,closed,2026-03-26
1273,"Botero Piedrahita &#8211; Verástegui vs Freyre - Brosky",,,2026-04-30,sp_event,https://epleague.cl/event/1273/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 13",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1273,,,0,0,0,closed,closed,2026-03-26
1274,"Eyzaguirre &#8211; Casasempere vs Romero Duarte - Valenzuela",,,2026-05-08,sp_event,https://epleague.cl/event/1274/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 5",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1274,,,0,0,0,closed,closed,2026-03-26
1275,"Álvares Jara &#8211; Álvarez Velez vs Valenzuela Niedbalski - Garcia",,,2026-05-08,sp_event,https://epleague.cl/event/1275/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 6",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1275,,,0,0,0,closed,closed,2026-03-26
1276,"Vogel &#8211; Silva vs Vera - Viel",,,2026-05-08,sp_event,https://epleague.cl/event/1276/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 7",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1276,,,0,0,0,closed,closed,2026-03-26
1277,"Amaro Castro &#8211; Arance Ibieta vs Vidal - Benítez",,,2026-05-08,sp_event,https://epleague.cl/event/1277/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 8",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1277,,,0,0,0,closed,closed,2026-03-26
1278,"Montaner Reyes &#8211; Montaner Covarrubias vs Vargas - Diaz",,,2026-05-08,sp_event,https://epleague.cl/event/1278/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 9",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1278,,,0,0,0,closed,closed,2026-03-26
1279,"Romero &#8211; Merino vs Sfeir - Amigo",,,2026-05-08,sp_event,https://epleague.cl/event/1279/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 10",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1279,,,0,0,0,closed,closed,2026-03-26
1280,"Ponce &#8211; Unda vs Hurtado Sotomayor - Martínez Cuadro",,,2026-05-08,sp_event,https://epleague.cl/event/1280/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 11",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1280,,,0,0,0,closed,closed,2026-03-26
1281,"Sica &#8211; Pizarro vs Freyre - Brosky",,,2026-05-08,sp_event,https://epleague.cl/event/1281/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 12",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1281,,,0,0,0,closed,closed,2026-03-26
1282,"Martiz &#8211; Kattan vs Botero Piedrahita - Verástegui",,,2026-05-08,sp_event,https://epleague.cl/event/1282/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 13",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1282,,,0,0,0,closed,closed,2026-03-26
1283,"Giusti &#8211; Rivera vs Valenzuela Niedbalski - Garcia",,,2026-05-15,sp_event,https://epleague.cl/event/1283/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 5",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1283,,,0,0,0,closed,closed,2026-03-26
1284,"Eyzaguirre &#8211; Casasempere vs Vera - Viel",,,2026-05-15,sp_event,https://epleague.cl/event/1284/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 6",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1284,,,0,0,0,closed,closed,2026-03-26
1285,"Álvares Jara &#8211; Álvarez Velez vs Vidal - Benítez",,,2026-05-15,sp_event,https://epleague.cl/event/1285/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 7",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1285,,,0,0,0,closed,closed,2026-03-26
1286,"Vogel &#8211; Silva vs Vargas - Diaz",,,2026-05-15,sp_event,https://epleague.cl/event/1286/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 8",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1286,,,0,0,0,closed,closed,2026-03-26
1287,"Amaro Castro &#8211; Arance Ibieta vs Sfeir - Amigo",,,2026-05-15,sp_event,https://epleague.cl/event/1287/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 9",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1287,,,0,0,0,closed,closed,2026-03-26
1288,"Montaner Reyes &#8211; Montaner Covarrubias vs Hurtado Sotomayor - Martínez Cuadro",,,2026-05-15,sp_event,https://epleague.cl/event/1288/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 10",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1288,,,0,0,0,closed,closed,2026-03-26
1289,"Romero &#8211; Merino vs Freyre - Brosky",,,2026-05-15,sp_event,https://epleague.cl/event/1289/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 11",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1289,,,0,0,0,closed,closed,2026-03-26
1290,"Ponce &#8211; Unda vs Botero Piedrahita - Verástegui",,,2026-05-15,sp_event,https://epleague.cl/event/1290/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 12",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1290,,,0,0,0,closed,closed,2026-03-26
1291,"Sica &#8211; Pizarro vs Martiz - Kattan",,,2026-05-15,sp_event,https://epleague.cl/event/1291/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 13",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1291,,,0,0,0,closed,closed,2026-03-26
1292,"Romero Duarte &#8211; Valenzuela vs Vera - Viel",,,2026-05-29,sp_event,https://epleague.cl/event/1292/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 5",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1292,,,0,0,0,closed,closed,2026-03-26
1293,"Giusti &#8211; Rivera vs Vidal - Benítez",,,2026-05-29,sp_event,https://epleague.cl/event/1293/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 6",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1293,,,0,0,0,closed,closed,2026-03-26
1294,"Eyzaguirre &#8211; Casasempere vs Vargas - Diaz",,,2026-05-29,sp_event,https://epleague.cl/event/1294/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 7",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1294,,,0,0,0,closed,closed,2026-03-26
1295,"Álvares Jara &#8211; Álvarez Velez vs Sfeir - Amigo",,,2026-05-29,sp_event,https://epleague.cl/event/1295/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 8",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1295,,,0,0,0,closed,closed,2026-03-26
1296,"Vogel &#8211; Silva vs Hurtado Sotomayor - Martínez Cuadro",,,2026-05-29,sp_event,https://epleague.cl/event/1296/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 9",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1296,,,0,0,0,closed,closed,2026-03-26
1297,"Amaro Castro &#8211; Arance Ibieta vs Freyre - Brosky",,,2026-05-29,sp_event,https://epleague.cl/event/1297/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 10",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1297,,,0,0,0,closed,closed,2026-03-26
1298,"Montaner Reyes &#8211; Montaner Covarrubias vs Botero Piedrahita - Verástegui",,,2026-05-29,sp_event,https://epleague.cl/event/1298/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 11",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1298,,,0,0,0,closed,closed,2026-03-26
1299,"Romero &#8211; Merino vs Martiz - Kattan",,,2026-05-29,sp_event,https://epleague.cl/event/1299/,,,,,,,,"Liga EPL>Liga 5ta",2026>Apertura,"Conecta Santa Blanca>Cancha 12",future,1,admin,pabloromeroduarte@gmail.com,Pablo,Romero,1299,,,0,0,0,closed,closed,2026-03-26
